query_id	m	theta	hl	segm	gt_l_bucket	gt_r_bucket	gt_J_l	gt_J_r	gt_C_l	gt_C_r	gt_C_l_lmax	gt_C_r_lmax	#J>theta	#C>theta	J>theta	C>theta
S1_4005!NC_060948.1!604167!615429!+	580	0.75	773	NC_060948.1	37	38	0.28468	0.688761	0.412069	0.824138	0.406897	0.824138	0	1	{}	{(NC_060948.1,38),}
S1_1262!NC_060948.1!31604235!31615384!-	579	0.75	772	NC_060948.1	2040	2041	0.703812	0.703812	0.829016	0.829016	0.829016	0.829016	0	40	{}	{(NC_060948.1,2040),(NC_060948.1,2041),(NC_060948.1,3488),(NC_060948.1,2034),(NC_060948.1,2033),(NC_060948.1,2035),(NC_060948.1,2039),(NC_060948.1,3387),(NC_060948.1,3489),(NC_060948.1,3404),(NC_060948.1,2829),(NC_060948.1,3487),(NC_060948.1,3386),(NC_060948.1,3403),(NC_060948.1,2828),(NC_060948.1,2493),(NC_060948.1,3170),(NC_060948.1,2854),(NC_060948.1,2350),(NC_060948.1,3843),(NC_060948.1,3720),(NC_060948.1,3169),(NC_060948.1,3168),(NC_060948.1,3405),(NC_060948.1,2349),(NC_060948.1,2515),(NC_060948.1,2516),(NC_060948.1,2853),(NC_060948.1,3128),(NC_060948.1,3926),(NC_060948.1,3927),(NC_060948.1,3127),(NC_060948.1,3388),(NC_060948.1,3721),(NC_060948.1,2042),(NC_060948.1,2492),(NC_060948.1,3241),(NC_060948.1,3844),(NC_060948.1,3842),(NC_060948.1,3725),}
S1_109!NC_060948.1!37322686!37330376!+	376	0.75	501	NC_060948.1	3718	3719	0.545455	0.610753	0.739362	0.757979	0.718085	0.757979	0	2	{}	{(NC_060948.1,3719),(NC_060948.1,4502),}
S1_3447!NC_060948.1!5349681!5357709!+	397	0.75	529	NC_060948.1	503	504	0.178313	0.6	0.186398	0.740554	0.186398	0.740554	0	0	{}	{}
S1_43!NC_060948.1!37316201!37328648!+	603	0.75	804	NC_060948.1	2316	2317	0.642748	0.668493	0.800995	0.809287	0.79602	0.809287	0	39	{}	{(NC_060948.1,2317),(NC_060948.1,2316),(NC_060948.1,2805),(NC_060948.1,2478),(NC_060948.1,2479),(NC_060948.1,2038),(NC_060948.1,2039),(NC_060948.1,2067),(NC_060948.1,2147),(NC_060948.1,2146),(NC_060948.1,2362),(NC_060948.1,2361),(NC_060948.1,1974),(NC_060948.1,1973),(NC_060948.1,2804),(NC_060948.1,3058),(NC_060948.1,3059),(NC_060948.1,3060),(NC_060948.1,3477),(NC_060948.1,3784),(NC_060948.1,3783),(NC_060948.1,2293),(NC_060948.1,2773),(NC_060948.1,2452),(NC_060948.1,2422),(NC_060948.1,2451),(NC_060948.1,3791),(NC_060948.1,2290),(NC_060948.1,2399),(NC_060948.1,2744),(NC_060948.1,2261),(NC_060948.1,2647),(NC_060948.1,2967),(NC_060948.1,2646),(NC_060948.1,2289),(NC_060948.1,3516),(NC_060948.1,3372),(NC_060948.1,2238),(NC_060948.1,2720),}
S1_3856!NC_060948.1!52862580!52871621!-	420	0.75	560	NC_060948.1	4715	4716	0.62963	0.660194	0.769048	0.809524	0.769048	0.809524	0	4	{}	{(NC_060948.1,4716),(NC_060948.1,4574),(NC_060948.1,4575),(NC_060948.1,4715),}
S1_2426!NC_060948.1!58565820!58574194!-	433	0.75	577	NC_060948.1	5064	5065	0.593466	0.669202	0.810624	0.812933	0.801386	0.812933	0	87	{}	{(NC_060948.1,5065),(NC_060948.1,5064),(NC_060948.1,5135),(NC_060948.1,5134),(NC_060948.1,4972),(NC_060948.1,4971),(NC_060948.1,5244),(NC_060948.1,3808),(NC_060948.1,3321),(NC_060948.1,3358),(NC_060948.1,3357),(NC_060948.1,3764),(NC_060948.1,3763),(NC_060948.1,3765),(NC_060948.1,3766),(NC_060948.1,3769),(NC_060948.1,3768),(NC_060948.1,3770),(NC_060948.1,3091),(NC_060948.1,3807),(NC_060948.1,3844),(NC_060948.1,4223),(NC_060948.1,4323),(NC_060948.1,4322),(NC_060948.1,3320),(NC_060948.1,3093),(NC_060948.1,3092),(NC_060948.1,3094),(NC_060948.1,3097),(NC_060948.1,3096),(NC_060948.1,3132),(NC_060948.1,3131),(NC_060948.1,3315),(NC_060948.1,3314),(NC_060948.1,3316),(NC_060948.1,3317),(NC_060948.1,3319),(NC_060948.1,3168),(NC_060948.1,3169),(NC_060948.1,3394),(NC_060948.1,3393),(NC_060948.1,3843),(NC_060948.1,4222),(NC_060948.1,4221),(NC_060948.1,3095),(NC_060948.1,3170),(NC_060948.1,4168),(NC_060948.1,3395),(NC_060948.1,3396),(NC_060948.1,3480),(NC_060948.1,3479),(NC_060948.1,3481),(NC_060948.1,3762),(NC_060948.1,3845),(NC_060948.1,3940),(NC_060948.1,3939),(NC_060948.1,3941),(NC_060948.1,3252),(NC_060948.1,4321),(NC_060948.1,4460),(NC_060948.1,4461),(NC_060948.1,4600),(NC_060948.1,4601),(NC_060948.1,4871),(NC_060948.1,4872),(NC_060948.1,5245),(NC_060948.1,3253),(NC_060948.1,3251),(NC_060948.1,3171),(NC_060948.1,4870),(NC_060948.1,4169),(NC_060948.1,3318),(NC_060948.1,3767),(NC_060948.1,3355),(NC_060948.1,3129),(NC_060948.1,3130),(NC_060948.1,3354),(NC_060948.1,3167),(NC_060948.1,3842),(NC_060948.1,3805),(NC_060948.1,3428),(NC_060948.1,3876),(NC_060948.1,4801),(NC_060948.1,3356),(NC_060948.1,3806),(NC_060948.1,4320),(NC_060948.1,3482),}
S1_5813!NC_060948.1!11959409!11969069!+	463	0.75	617	NC_060948.1	961	962	0.19016	0.6139	0.460043	0.721382	0.37797	0.721382	0	0	{}	{}
S1_4740!NC_060948.1!48215362!48221608!-	322	0.75	429	NC_060948.1	5616	5617	0.625	0.685714	0.807453	0.819876	0.785714	0.819876	0	704	{}	{(NC_060948.1,5617),(NC_060948.1,5616),(NC_060948.1,3924),(NC_060948.1,5186),(NC_060948.1,4184),(NC_060948.1,5831),(NC_060948.1,4526),(NC_060948.1,5089),(NC_060948.1,7060),(NC_060948.1,4183),(NC_060948.1,4227),(NC_060948.1,6286),(NC_060948.1,4226),(NC_060948.1,4486),(NC_060948.1,5134),(NC_060948.1,7059),(NC_060948.1,6274),(NC_060948.1,7066),(NC_060948.1,4280),(NC_060948.1,6105),(NC_060948.1,5185),(NC_060948.1,4279),(NC_060948.1,5830),(NC_060948.1,4224),(NC_060948.1,4583),(NC_060948.1,4525),(NC_060948.1,3654),(NC_060948.1,3653),(NC_060948.1,3864),(NC_060948.1,3863),(NC_060948.1,4521),(NC_060948.1,4225),(NC_060948.1,6924),(NC_060948.1,6091),(NC_060948.1,7064),(NC_060948.1,4582),(NC_060948.1,4581),(NC_060948.1,6486),(NC_060948.1,6704),(NC_060948.1,5618),(NC_060948.1,4524),(NC_060948.1,6093),(NC_060948.1,7065),(NC_060948.1,5833),(NC_060948.1,5829),(NC_060948.1,6104),(NC_060948.1,4584),(NC_060948.1,5623),(NC_060948.1,3911),(NC_060948.1,4527),(NC_060948.1,5090),(NC_060948.1,5622),(NC_060948.1,5135),(NC_060948.1,5620),(NC_060948.1,5621),(NC_060948.1,5628),(NC_060948.1,5627),(NC_060948.1,5832),(NC_060948.1,5624),(NC_060948.1,3912),(NC_060948.1,3914),(NC_060948.1,3925),(NC_060948.1,3910),(NC_060948.1,5700),(NC_060948.1,5699),(NC_060948.1,3861),(NC_060948.1,3860),(NC_060948.1,6920),(NC_060948.1,3858),(NC_060948.1,6099),(NC_060948.1,6101),(NC_060948.1,4483),(NC_060948.1,3921),(NC_060948.1,3920),(NC_060948.1,3919),(NC_060948.1,3918),(NC_060948.1,3917),(NC_060948.1,3922),(NC_060948.1,3923),(NC_060948.1,4275),(NC_060948.1,3657),(NC_060948.1,4221),(NC_060948.1,4222),(NC_060948.1,4182),(NC_060948.1,4180),(NC_060948.1,3913),(NC_060948.1,4485),(NC_060948.1,4181),(NC_060948.1,4522),(NC_060948.1,4578),(NC_060948.1,4579),(NC_060948.1,5085),(NC_060948.1,5133),(NC_060948.1,5182),(NC_060948.1,6287),(NC_060948.1,3915),(NC_060948.1,3862),(NC_060948.1,6106),(NC_060948.1,6103),(NC_060948.1,6703),(NC_060948.1,6702),(NC_060948.1,6700),(NC_060948.1,6921),(NC_060948.1,5184),(NC_060948.1,6923),(NC_060948.1,6488),(NC_060948.1,3856),(NC_060948.1,6485),(NC_060948.1,6285),(NC_060948.1,5088),(NC_060948.1,6282),(NC_060948.1,4278),(NC_060948.1,6283),(NC_060948.1,6705),(NC_060948.1,6273),(NC_060948.1,6284),(NC_060948.1,3857),(NC_060948.1,6699),(NC_060948.1,6092),(NC_060948.1,5626),(NC_060948.1,4632),(NC_060948.1,5187),(NC_060948.1,6407),(NC_060948.1,4335),(NC_060948.1,5083),(NC_060948.1,5244),(NC_060948.1,7067),(NC_060948.1,6275),(NC_060948.1,4177),(NC_060948.1,6098),(NC_060948.1,4480),(NC_060948.1,6090),(NC_060948.1,4281),(NC_060948.1,4228),(NC_060948.1,3659),(NC_060948.1,5625),(NC_060948.1,6487),(NC_060948.1,3658),(NC_060948.1,3927),(NC_060948.1,3916),(NC_060948.1,6490),(NC_060948.1,5084),(NC_060948.1,4637),(NC_060948.1,4631),(NC_060948.1,4577),(NC_060948.1,5615),(NC_060948.1,4482),(NC_060948.1,6491),(NC_060948.1,7061),(NC_060948.1,4481),(NC_060948.1,3436),(NC_060948.1,7063),(NC_060948.1,4274),(NC_060948.1,7062),(NC_060948.1,6102),(NC_060948.1,3928),(NC_060948.1,6701),(NC_060948.1,5697),(NC_060948.1,5248),(NC_060948.1,6922),(NC_060948.1,3668),(NC_060948.1,3655),(NC_060948.1,5087),(NC_060948.1,4487),(NC_060948.1,5243),(NC_060948.1,3909),(NC_060948.1,6406),(NC_060948.1,4178),(NC_060948.1,4179),(NC_060948.1,5696),(NC_060948.1,5698),(NC_060948.1,5180),(NC_060948.1,5701),(NC_060948.1,6276),(NC_060948.1,3515),(NC_060948.1,4334),(NC_060948.1,3671),(NC_060948.1,3667),(NC_060948.1,3516),(NC_060948.1,3450),(NC_060948.1,3451),(NC_060948.1,3379),(NC_060948.1,3435),(NC_060948.1,7058),(NC_060948.1,5703),(NC_060948.1,5702),(NC_060948.1,6094),(NC_060948.1,6277),(NC_060948.1,4636),(NC_060948.1,5345),(NC_060948.1,6085),(NC_060948.1,4273),(NC_060948.1,3855),(NC_060948.1,6268),(NC_060948.1,6489),(NC_060948.1,4729),(NC_060948.1,6492),(NC_060948.1,3698),(NC_060948.1,3699),(NC_060948.1,3588),(NC_060948.1,5825),(NC_060948.1,6137),(NC_060948.1,6138),(NC_060948.1,5953),(NC_060948.1,3441),(NC_060948.1,3439),(NC_060948.1,3440),(NC_060948.1,6100),(NC_060948.1,5130),(NC_060948.1,5129),(NC_060948.1,3589),(NC_060948.1,3592),(NC_060948.1,4277),(NC_060948.1,4523),(NC_060948.1,3809),(NC_060948.1,4220),(NC_060948.1,3810),(NC_060948.1,3738),(NC_060948.1,5132),(NC_060948.1,5131),(NC_060948.1,3578),(NC_060948.1,4624),(NC_060948.1,5824),(NC_060948.1,6213),(NC_060948.1,3587),(NC_060948.1,3590),(NC_060948.1,5183),(NC_060948.1,3593),(NC_060948.1,6585),(NC_060948.1,3739),(NC_060948.1,3594),(NC_060948.1,4737),(NC_060948.1,4010),(NC_060948.1,6408),(NC_060948.1,4017),(NC_060948.1,4016),(NC_060948.1,4418),(NC_060948.1,4421),(NC_060948.1,4420),(NC_060948.1,5954),(NC_060948.1,5955),(NC_060948.1,5352),(NC_060948.1,5353),(NC_060948.1,6140),(NC_060948.1,5500),(NC_060948.1,5942),(NC_060948.1,5834),(NC_060948.1,6583),(NC_060948.1,4520),(NC_060948.1,5723),(NC_060948.1,3996),(NC_060948.1,3983),(NC_060948.1,6250),(NC_060948.1,4282),(NC_060948.1,6059),(NC_060948.1,4223),(NC_060948.1,3811),(NC_060948.1,3812),(NC_060948.1,6815),(NC_060948.1,5559),(NC_060948.1,5503),(NC_060948.1,5547),(NC_060948.1,5692),(NC_060948.1,6082),(NC_060948.1,3665),(NC_060948.1,4194),(NC_060948.1,4021),(NC_060948.1,4022),(NC_060948.1,4328),(NC_060948.1,4327),(NC_060948.1,4625),(NC_060948.1,3872),(NC_060948.1,3819),(NC_060948.1,3817),(NC_060948.1,4237),(NC_060948.1,4276),(NC_060948.1,5826),(NC_060948.1,5827),(NC_060948.1,6494),(NC_060948.1,6495),(NC_060948.1,6695),(NC_060948.1,3485),(NC_060948.1,3743),(NC_060948.1,3926),(NC_060948.1,5256),(NC_060948.1,5257),(NC_060948.1,4959),(NC_060948.1,4888),(NC_060948.1,4889),(NC_060948.1,5956),(NC_060948.1,6932),(NC_060948.1,4645),(NC_060948.1,4540),(NC_060948.1,4496),(NC_060948.1,3555),(NC_060948.1,4427),(NC_060948.1,3591),(NC_060948.1,4341),(NC_060948.1,6918),(NC_060948.1,6925),(NC_060948.1,7109),(NC_060948.1,6410),(NC_060948.1,6409),(NC_060948.1,6710),(NC_060948.1,6709),(NC_060948.1,6712),(NC_060948.1,6718),(NC_060948.1,5952),(NC_060948.1,6727),(NC_060948.1,6726),(NC_060948.1,6818),(NC_060948.1,6817),(NC_060948.1,6930),(NC_060948.1,6934),(NC_060948.1,7080),(NC_060948.1,7079),(NC_060948.1,6307),(NC_060948.1,5346),(NC_060948.1,6308),(NC_060948.1,5968),(NC_060948.1,5724),(NC_060948.1,6153),(NC_060948.1,5835),(NC_060948.1,6086),(NC_060948.1,6127),(NC_060948.1,6126),(NC_060948.1,6269),(NC_060948.1,3903),(NC_060948.1,6505),(NC_060948.1,6517),(NC_060948.1,6516),(NC_060948.1,7090),(NC_060948.1,7087),(NC_060948.1,7086),(NC_060948.1,3326),(NC_060948.1,3332),(NC_060948.1,6929),(NC_060948.1,3497),(NC_060948.1,6827),(NC_060948.1,3573),(NC_060948.1,3577),(NC_060948.1,3691),(NC_060948.1,3582),(NC_060948.1,3581),(NC_060948.1,6824),(NC_060948.1,3564),(NC_060948.1,6821),(NC_060948.1,3562),(NC_060948.1,3514),(NC_060948.1,3508),(NC_060948.1,3509),(NC_060948.1,3498),(NC_060948.1,3689),(NC_060948.1,3448),(NC_060948.1,7082),(NC_060948.1,7110),(NC_060948.1,4336),(NC_060948.1,7085),(NC_060948.1,7084),(NC_060948.1,7114),(NC_060948.1,6948),(NC_060948.1,6582),(NC_060948.1,6581),(NC_060948.1,6732),(NC_060948.1,6108),(NC_060948.1,6936),(NC_060948.1,6942),(NC_060948.1,6944),(NC_060948.1,5694),(NC_060948.1,4730),(NC_060948.1,6109),(NC_060948.1,6290),(NC_060948.1,6693),(NC_060948.1,6694),(NC_060948.1,6913),(NC_060948.1,4291),(NC_060948.1,6915),(NC_060948.1,7123),(NC_060948.1,6246),(NC_060948.1,6292),(NC_060948.1,6295),(NC_060948.1,6247),(NC_060948.1,6312),(NC_060948.1,6311),(NC_060948.1,6313),(NC_060948.1,6411),(NC_060948.1,6412),(NC_060948.1,6415),(NC_060948.1,6118),(NC_060948.1,6055),(NC_060948.1,6111),(NC_060948.1,6110),(NC_060948.1,6113),(NC_060948.1,6706),(NC_060948.1,6708),(NC_060948.1,6707),(NC_060948.1,6714),(NC_060948.1,6584),(NC_060948.1,6725),(NC_060948.1,6729),(NC_060948.1,6056),(NC_060948.1,6498),(NC_060948.1,6496),(NC_060948.1,6734),(NC_060948.1,6427),(NC_060948.1,6425),(NC_060948.1,6422),(NC_060948.1,6423),(NC_060948.1,4003),(NC_060948.1,4231),(NC_060948.1,4230),(NC_060948.1,6816),(NC_060948.1,4731),(NC_060948.1,4734),(NC_060948.1,4736),(NC_060948.1,4735),(NC_060948.1,4887),(NC_060948.1,4886),(NC_060948.1,3737),(NC_060948.1,3930),(NC_060948.1,3929),(NC_060948.1,3962),(NC_060948.1,4936),(NC_060948.1,3976),(NC_060948.1,6819),(NC_060948.1,3989),(NC_060948.1,4718),(NC_060948.1,5540),(NC_060948.1,6735),(NC_060948.1,5837),(NC_060948.1,5836),(NC_060948.1,5940),(NC_060948.1,5541),(NC_060948.1,3692),(NC_060948.1,5324),(NC_060948.1,5497),(NC_060948.1,5351),(NC_060948.1,5335),(NC_060948.1,5350),(NC_060948.1,5347),(NC_060948.1,5138),(NC_060948.1,5139),(NC_060948.1,4944),(NC_060948.1,4935),(NC_060948.1,6130),(NC_060948.1,5612),(NC_060948.1,5196),(NC_060948.1,6129),(NC_060948.1,4948),(NC_060948.1,5252),(NC_060948.1,4949),(NC_060948.1,5454),(NC_060948.1,6131),(NC_060948.1,5315),(NC_060948.1,5251),(NC_060948.1,4641),(NC_060948.1,6251),(NC_060948.1,4594),(NC_060948.1,4878),(NC_060948.1,5229),(NC_060948.1,4697),(NC_060948.1,6478),(NC_060948.1,6020),(NC_060948.1,6024),(NC_060948.1,5943),(NC_060948.1,5845),(NC_060948.1,6060),(NC_060948.1,6095),(NC_060948.1,5548),(NC_060948.1,6124),(NC_060948.1,5629),(NC_060948.1,5504),(NC_060948.1,5502),(NC_060948.1,6125),(NC_060948.1,5689),(NC_060948.1,5843),(NC_060948.1,5844),(NC_060948.1,5729),(NC_060948.1,5730),(NC_060948.1,5637),(NC_060948.1,5638),(NC_060948.1,4322),(NC_060948.1,3675),(NC_060948.1,3749),(NC_060948.1,3795),(NC_060948.1,5230),(NC_060948.1,3674),(NC_060948.1,6309),(NC_060948.1,6310),(NC_060948.1,6514),(NC_060948.1,6502),(NC_060948.1,6503),(NC_060948.1,6435),(NC_060948.1,3394),(NC_060948.1,3446),(NC_060948.1,3445),(NC_060948.1,5077),(NC_060948.1,3636),(NC_060948.1,3635),(NC_060948.1,3646),(NC_060948.1,3661),(NC_060948.1,3660),(NC_060948.1,3662),(NC_060948.1,3663),(NC_060948.1,3666),(NC_060948.1,3672),(NC_060948.1,4539),(NC_060948.1,4290),(NC_060948.1,4236),(NC_060948.1,6306),(NC_060948.1,4297),(NC_060948.1,4195),(NC_060948.1,4419),(NC_060948.1,6278),(NC_060948.1,4018),(NC_060948.1,4323),(NC_060948.1,3984),(NC_060948.1,3997),(NC_060948.1,4011),(NC_060948.1,4497),(NC_060948.1,5197),(NC_060948.1,4638),(NC_060948.1,4740),(NC_060948.1,5249),(NC_060948.1,6736),(NC_060948.1,7068),(NC_060948.1,3395),(NC_060948.1,4953),(NC_060948.1,3595),(NC_060948.1,3700),(NC_060948.1,5357),(NC_060948.1,4292),(NC_060948.1,3701),(NC_060948.1,3818),(NC_060948.1,3821),(NC_060948.1,3871),(NC_060948.1,3870),(NC_060948.1,6291),(NC_060948.1,5551),(NC_060948.1,4595),(NC_060948.1,7078),(NC_060948.1,6123),(NC_060948.1,6305),(NC_060948.1,5553),(NC_060948.1,4424),(NC_060948.1,6028),(NC_060948.1,6565),(NC_060948.1,7147),(NC_060948.1,4691),(NC_060948.1,4695),(NC_060948.1,5235),(NC_060948.1,5313),(NC_060948.1,5238),(NC_060948.1,5695),(NC_060948.1,6497),(NC_060948.1,6480),(NC_060948.1,6692),(NC_060948.1,6912),(NC_060948.1,7132),(NC_060948.1,7150),(NC_060948.1,7149),(NC_060948.1,5144),(NC_060948.1,4286),(NC_060948.1,4294),(NC_060948.1,4537),(NC_060948.1,4536),(NC_060948.1,4592),(NC_060948.1,4591),(NC_060948.1,5143),(NC_060948.1,5193),(NC_060948.1,5842),(NC_060948.1,5841),(NC_060948.1,6469),(NC_060948.1,6471),(NC_060948.1,6470),(NC_060948.1,6483),(NC_060948.1,5245),(NC_060948.1,4332),(NC_060948.1,4630),(NC_060948.1,4633),(NC_060948.1,4927),(NC_060948.1,5241),(NC_060948.1,5619),(NC_060948.1,4618),(NC_060948.1,6909),(NC_060948.1,4283),(NC_060948.1,4284),(NC_060948.1,4000),(NC_060948.1,7148),(NC_060948.1,3973),(NC_060948.1,3800),(NC_060948.1,5924),(NC_060948.1,6479),(NC_060948.1,6465),(NC_060948.1,6403),(NC_060948.1,6230),(NC_060948.1,6193),(NC_060948.1,6041),(NC_060948.1,6004),(NC_060948.1,5302),(NC_060948.1,3478),(NC_060948.1,4528),(NC_060948.1,6203),(NC_060948.1,5223),(NC_060948.1,6016),(NC_060948.1,3651),(NC_060948.1,4392),(NC_060948.1,3676),(NC_060948.1,3569),(NC_060948.1,3546),(NC_060948.1,3547),(NC_060948.1,3505),(NC_060948.1,3477),(NC_060948.1,3502),(NC_060948.1,5190),(NC_060948.1,5094),(NC_060948.1,5095),(NC_060948.1,5098),(NC_060948.1,5136),(NC_060948.1,5141),(NC_060948.1,5450),(NC_060948.1,5309),(NC_060948.1,4837),(NC_060948.1,4840),(NC_060948.1,4535),(NC_060948.1,4541),(NC_060948.1,4587),(NC_060948.1,4704),(NC_060948.1,4884),(NC_060948.1,6316),(NC_060948.1,6319),(NC_060948.1,6320),(NC_060948.1,6484),(NC_060948.1,6504),(NC_060948.1,6560),(NC_060948.1,6237),(NC_060948.1,6244),(NC_060948.1,6243),(NC_060948.1,6245),(NC_060948.1,6280),(NC_060948.1,6298),(NC_060948.1,6303),(NC_060948.1,7081),(NC_060948.1,7115),(NC_060948.1,7120),(NC_060948.1,7154),(NC_060948.1,6926),(NC_060948.1,7057),(NC_060948.1,7072),(NC_060948.1,7075),(NC_060948.1,5634),(NC_060948.1,5633),(NC_060948.1,5705),(NC_060948.1,5706),(NC_060948.1,5707),(NC_060948.1,5713),(NC_060948.1,5719),(NC_060948.1,5539),(NC_060948.1,5545),(NC_060948.1,5630),(NC_060948.1,6053),(NC_060948.1,6052),(NC_060948.1,6054),(NC_060948.1,6097),(NC_060948.1,6121),(NC_060948.1,3363),(NC_060948.1,3520),(NC_060948.1,3392),(NC_060948.1,3391),(NC_060948.1,3438),(NC_060948.1,3456),(NC_060948.1,3457),(NC_060948.1,3460),(NC_060948.1,6466),(NC_060948.1,3521),(NC_060948.1,5538),(NC_060948.1,3970),(NC_060948.1,4012),(NC_060948.1,4013),(NC_060948.1,4014),(NC_060948.1,4015),(NC_060948.1,3802),(NC_060948.1,3932),(NC_060948.1,3933),(NC_060948.1,3961),(NC_060948.1,4403),(NC_060948.1,4410),(NC_060948.1,4491),(NC_060948.1,4492),(NC_060948.1,4188),(NC_060948.1,4189),(NC_060948.1,4233),(NC_060948.1,4234),(NC_060948.1,4235),(NC_060948.1,4238),(NC_060948.1,3627),(NC_060948.1,3634),(NC_060948.1,3645),(NC_060948.1,3522),(NC_060948.1,3525),(NC_060948.1,3683),(NC_060948.1,3554),(NC_060948.1,3563),(NC_060948.1,3741),}
S1_4155!NC_060948.1!37550363!37559757!+	437	0.75	582	NC_060948.1	3219	3220	0.641176	0.623377	0.768879	0.768879	0.768879	0.768879	0	29	{}	{(NC_060948.1,3446),(NC_060948.1,3901),(NC_060948.1,3902),(NC_060948.1,3220),(NC_060948.1,3219),(NC_060948.1,3447),(NC_060948.1,4825),(NC_060948.1,3900),(NC_060948.1,3903),(NC_060948.1,3444),(NC_060948.1,3445),(NC_060948.1,3221),(NC_060948.1,4822),(NC_060948.1,3896),(NC_060948.1,4417),(NC_060948.1,4416),(NC_060948.1,3216),(NC_060948.1,3442),(NC_060948.1,4121),(NC_060948.1,4554),(NC_060948.1,4555),(NC_060948.1,2998),(NC_060948.1,4418),(NC_060948.1,4557),(NC_060948.1,4556),(NC_060948.1,3028),(NC_060948.1,3218),(NC_060948.1,3898),(NC_060948.1,3443),}
S1_2935!NC_060948.1!25225487!25237043!+	603	0.75	804	NC_060948.1	1557	1558	0.416422	0.615385	0.470978	0.756219	0.470978	0.756219	0	2	{}	{(NC_060948.1,1558),(NC_060948.1,1659),}
S1_2381!NC_060948.1!58285329!58295047!+	454	0.75	605	NC_060948.1	4808	4809	0.61829	0.607143	0.737885	0.748899	0.726872	0.748899	0	0	{}	{}
S1_3451!NC_060948.1!9745538!9752073!+	333	0.75	444	NC_060948.1	1094	1095	0.672634	0.672634	0.78979	0.78979	0.78979	0.78979	0	31	{}	{(NC_060948.1,1095),(NC_060948.1,1094),(NC_060948.1,1076),(NC_060948.1,1081),(NC_060948.1,1065),(NC_060948.1,1049),(NC_060948.1,1026),(NC_060948.1,1038),(NC_060948.1,1079),(NC_060948.1,1010),(NC_060948.1,1092),(NC_060948.1,1090),(NC_060948.1,1011),(NC_060948.1,1078),(NC_060948.1,1097),(NC_060948.1,1015),(NC_060948.1,1060),(NC_060948.1,1008),(NC_060948.1,1058),(NC_060948.1,1099),(NC_060948.1,1062),(NC_060948.1,1067),(NC_060948.1,1063),(NC_060948.1,1070),(NC_060948.1,1085),(NC_060948.1,1069),(NC_060948.1,1031),(NC_060948.1,1017),(NC_060948.1,1020),(NC_060948.1,1019),(NC_060948.1,1042),}
S1_2474!NC_060948.1!15775600!15791150!-	784	0.75	1045	NC_060948.1	748	749	0.657579	0.657579	0.769133	0.769133	0.769133	0.769133	0	2	{}	{(NC_060948.1,749),(NC_060948.1,748),}
